ResponseID	ResponseSet	StartDate	EndDate	Finished	code	gender	firstasktreat	thankyouemploy	Q40	vignettebackground	interviewers	answersmatter	salaryrequest1	medsalaryguess	medsalarytold	Q35	vignetteagain	Q36	salaryrequest2	Q23	anspctgradjob	guesspctwork	anspctwork	guessavgsalary	ansavgsalary	Q17_1_TEXT	Q17_2_TEXT	Q17_3_TEXT	Q17_4_TEXT	Q18_1_TEXT	Q18_2_TEXT	Q18_3_TEXT	Q18_4_TEXT	current_happiness_1	ask_stc_10_mx25	ask_cruk_10_mx25a	Q19	DO-BR-FL_21	DO-BR-FL_22	DO-BR-FL_100	DO-BR-FL_132	DO-BR-FL_133	DO-BR-FL_138	DO-BR-FL_120	DO-BR-FL_121	DO-BR-FL_126	DO-BR-FL_108	DO-BR-FL_109	DO-BR-FL_114	DO-BR-FL_144	DO-BR-FL_145	DO-BR-FL_150	DO-BR-FL_158	DO-BR-FL_159	DO-BR-FL_164
R_10TwJBTT5AHB1LK	Default Response Set	28.06.2017 10:46	28.06.2017 10:57	1	akppxd	female	noask	1	1	1	1	1	28	27	1	1	1	1	26	60	1	60	1	25	1	Sales Representative - Technology Sales	Bright Purple Resourcing	Sales and Marketing	22000	Graduate Development Lead	Annapurna HR	Finance	75000	Moderately happy	1		1	FL_22	FL_98|FL_97																
R_3DqFlIUJoGpE0TL	Default Response Set	28.06.2017 10:29	28.06.2017 11:20	1	997hc2	male	international_hb	1	1	1	1	1	22	24	1	1	1	1	23	90	1	60	1	26	1	Junior Project Management Officer	Aston Carter	Finance	30	Senior Consultant	Venquis	Finance	65	Slightly happy	0		1				FL_133	FL_134|FL_136													
R_2EmxYE7nmnsqw0L	Default Response Set	28.06.2017 11:35	28.06.2017 11:58	1	fhd5u6	female	noask	1	1	1	1	1	30	25	1	1	1	1	27	70	1	30	1	25	1	Innovation program manager 	PSD group	IT	55	Graduate development lead	Terri Wickett	Finance 	90	Moderately unhappy		0	1	FL_100		FL_101|FL_103															
R_3ke2RZ1pKOV3D0J	Default Response Set	28.06.2017 12:00	28.06.2017 12:09	1	sw93k9	female	domestic_ha	1	1	1	1	1	20	20	1	1	1	1	22	90	1	80	1	20	1	Project Manager Research & Development	Elevate Direct	Science	32	Inside Sales Consultant	Radley James	Sales and Marketing	45	Slightly happy		0	1													FL_150		FL_151|FL_153			
R_27TGN6qdHChg0yV	Default Response Set	28.06.2017 12:22	28.06.2017 12:41	1	o7410	female	international_ha	1	1	1	1	1	20	25	1	1	1	1	20	70	1	65	1	22	1	Graduate Wealth Adviser -- International	deVere Group	Finance	25	Junior Recruitment Consultant	IT Talent Solutions Ltd	Sales and Marketing	17	Moderately happy	0		1							FL_121	FL_124|FL_122										
R_3rV5RXW2UH5qicR	Default Response Set	28.06.2017 12:34	28.06.2017 12:52	1	oclgxf	female	domestic_hb	1	1	1	1	1	20	19	1	1	1	1	23	60	1	50	1	25	1	Junior ERP Consultant	Incremental Group 	Accountancy	20	Management Consultant	Innovation Brain	Finance	30	Moderately unhappy	0		1										FL_109	FL_112|FL_110							
R_qL92XHDvYBNluiR	Default Response Set	28.06.2017 12:20	28.06.2017 14:53	1	xsvkyx	male	noask	1	1	1	1	1	22	22	1	1	1	1	22	50	1	45	1	25	1	Assurance trainee	PwC	Accounting 	22	Recruitment consultant 	Allegis Group	HR	40	Slightly unhappy	10		1	FL_22	FL_97|FL_98																
R_2TZCcuFoF2WNqLv	Default Response Set	28.06.2017 14:54	28.06.2017 15:08	1	8z20nc	female	noask	1	1	1	1	1	23	30	1	1	1	1	20	50	1	49	1	20	1	Inside Sales Consultant - Software/Technology 	Radley James Ltd	"IT, Sales and Marketing, Legal"	30	Inside Sales Consultant - Software/Technology 	Radley James Ltd	"IT, Sales and Marketing, Legal"	30	Neither happy nor unhappy		2	1	FL_100		FL_101|FL_103															
R_3hrlTcgTgzZw3I2	Default Response Set	28.06.2017 11:13	28.06.2017 15:46	1	b281sn	female	domestic_ha	1	1	1	1	1	999	999	1	1	1	1	25	78	1	50	1	27	1	Graduate programme analyst 	Sola Technology Ltd	Finance 	35	Graduate development lead	Annapurna HR	Finance	90	Moderately happy	0		1													FL_145	FL_146|FL_148				
R_1GKfaiT2bWraqRk	Default Response Set	28.06.2017 18:30	28.06.2017 18:52	1	o68d9p	female	domestic_ha	1	1	1	1	1	28	21	1	1	1	1	30	15	1	75	1	35	1	RN Travel Nurse	HealthTrust Workforce Solutions	Healthcare	20	Partner Manager	Eden Smith Limited	IT	35	Moderately happy		0	1													FL_150		FL_153|FL_151			
R_1Hp32ABjxyrrgiK	Default Response Set	28.06.2017 19:35	28.06.2017 19:49	1	o78xh3	female	domestic_hb	1	1	1	1	1	25	21	1	1	1	1	25	40	1	70	1	21	1	Graduate data scientist 	Opus recruitment solutions ltd 	Computer science 	35	Technical author 	Edissero Ltd 	IT	40	Extremely happy		0	1										FL_114		FL_117|FL_115						
R_3IWEMVUrIemWtCp	Default Response Set	28.06.2017 22:26	28.06.2017 22:34	1	9vgsrb	male	domestic_ha	1	1	1	1	1	20	20	1	1	1	1	20	45	1	25	1	20	1	Accountant manager	fintech	Sales n marketing 	25	Account manager	Arcadia	It	30	Moderately happy	1		1													FL_145	FL_148|FL_146				
R_3QJBcyQzoFDzESx	Default Response Set	29.06.2017 02:08	29.06.2017 02:16	1	319eus	female	international_ha	1	1	1	1	1	22	264	1	1	1	1	25	75	1	10	1	25	1	graduate research analyst	computer people	IT	22	psychologist	none	mental health	25	Slightly happy		0	1							FL_126		FL_127|FL_129									
R_2v0rxpjJMuipP8J	Default Response Set	29.06.2017 07:52	29.06.2017 08:09	1	ysvnsf	female	international_ha	1	1	1	1	1	20	16	1	1	1	1	25	90	1	95	1	21	1	graduate career scheme	yoh	sales and marketing	20	Executive Resourcing Business Partner	barclays	hr	30	Moderately happy		0	1							FL_126		FL_129|FL_127									
R_87dETHE5qyxeXRL	Default Response Set	29.06.2017 10:40	29.06.2017 10:44	1				1	1	1	1	1	30	30	1	1	1	1	20	40	1	60	1	16	1	.	.	.	12	.	.	.	25	Moderately happy		0	1																FL_164		FL_165|FL_167
R_3Jk4MYmh1KAcjTU	Default Response Set	29.06.2017 10:45	29.06.2017 10:46	1				1	1	1	1	1	20	20	1	1	1	1	20	20	1	96	1	21	1	.	.	.	19	.	.	.	15	Slightly happy	3		1																FL_159	FL_162|FL_160	
R_1mhlglTqLe0UjlB	Default Response Set	28.06.2017 12:55	29.06.2017 11:23	1	nzzis0	female	international_ha	1	1	1	1	1	18	15	1	1	1	1	20	70	1	50	1	30	1	Student Hire - Recruitment Coordinator	Resource Solutions - EY	HR	19	Talent Acquisition Manager	 Annapurna HR	HR	45	Neither happy nor unhappy	0		1							FL_121	FL_124|FL_122										
R_1QFyBuRj9swmf3E	Default Response Set	29.06.2017 11:17	29.06.2017 11:34	1	snzzkm	female	noask	1	1	1	1	1	25	23	1	1	1	1	25	75	1	60	1	21	1	Business analyst	Arc it	It	30	Principal developer	Tek systems	It	50	Slightly unhappy	0		1	FL_22	FL_97|FL_98																
R_1QcPjwVegtsk3xb	Default Response Set	28.06.2017 08:24	29.06.2017 11:49	1	3gncyw	female	noask	1	1	1	1	1	25	25	1	1	1	1	20	50	1	80	1	20	1	MANDARIN SPEAKING PROJECT COORDINATOR	Project People	"IT, Finance"	25	Talent Acquisition Manager	Annapurna HR	HR	45	Neither happy nor unhappy		1	1	FL_100		FL_103|FL_101															
R_2WVx3j3HIyZ7mai	Default Response Set	29.06.2017 12:42	29.06.2017 13:07	1	1wp229	male	noask	1	1	1	1	1	25	28	1	1	1	1	23	60	1	50	1	22	1	Graduate Recruitment Consultants	Testing Circle Limited	Recruitment	20	Graduate Development Lead	Annapurna HR	Finance	65	Slightly unhappy	0		1	FL_22	FL_97|FL_98																
R_vOUVOaoW46pt59D	Default Response Set	29.06.2017 15:12	29.06.2017 15:22	1	ugbtks	female	domestic_ha	1	1	1	1	1	18	22	1	1	1	1	18	50	1	50	1	22	1	Graduate Recruitment Consultant	Datasource	IT	18	Trainee Recruitment Consultant	Allegis group	Recruitment	25	Slightly happy		1	1													FL_150		FL_151|FL_153			
R_3pnKPfa6DnNkvHd	Default Response Set	29.06.2017 17:17	29.06.2017 17:26	1	m1wll	female	domestic_ha	1	1	1	1	1	22	30	1	1	1	1	22	75	1	80	1	22	1	Accounts Payable and Administration Clerk - Graduate/SAP	Stott and May	"IT, Finance, Office and Admin"	20	Accounts Payable and Administration Clerk - Graduate/SAP	Stott and May	"IT, Finance "	20	Moderately happy	0		1													FL_145	FL_148|FL_146				
R_3OraariICPkN4gE	Default Response Set	29.06.2017 17:43	29.06.2017 17:54	1	f0e5md	female	international_ha	1	1	1	1	1	20	17	1	1	1	1	20	40	1	60	1	19	1	Trainee recruitment consultant 	Hfg 	Sales and marketing 	18	Management accounts assistant 	Workshop technologies 	Finance 	27	Moderately happy		0	1							FL_126		FL_127|FL_129									
R_322ZQePuMkMkCwb	Default Response Set	29.06.2017 21:55	29.06.2017 22:14	1	xtba8q	male	noask	1	1	1	1	1	20	18	1	1	1	1	28	40	1	70	1	25	1	Data Analyst	Clearwater People Solutions	IT	25	Senior Digital Analyst with Machine Learning	Logikk	IT	60	Neither happy nor unhappy		10	1	FL_100		FL_101|FL_103															
R_2ah70sNLXSkm8iG	Default Response Set	29.06.2017 23:56	30.06.2017 00:20	1	jr52i5	female	domestic_hb	1	1	1	1	1	20	20	1	1	1	1	20	70	1	65	1	25	1	SEO Consultant/Graduate/website/marketing/search engine	OpenSauce	"IT, Sales and Marketing"	22	IT Project Manager	JM Group	IT	57	Slightly happy	0		1										FL_109	FL_112|FL_110							
R_3n7RRuESEsJPTOv	Default Response Set	30.06.2017 00:46	30.06.2017 01:15	1	r2wi1	female	domestic_hb	1	1	1	1	1	22	18	1	1	1	1	22	40	1	65	1	13	1	Summary writer	Experis IT	Legal	22	Building Services	Tozer	Engineering	22	Extremely unhappy	0		1										FL_109	FL_112|FL_110							
R_3KW7NeP6NGwElZD	Default Response Set	30.06.2017 15:49	30.06.2017 16:02	1	w8z3wf	male	international_hb	1	1	1	1	1	40	25	1	1	1	1	30	57	1	50	1	22	1	Data Analyst 	networx	IT	30	Partner manager	Eden Smith	IT	80	Neither happy nor unhappy		0	1				FL_138		FL_141|FL_139												
R_dgwU60mf53rv1hn	Default Response Set	30.06.2017 17:42	30.06.2017 17:58	1	g0bjd1	female	noask	1	1	1	1	1	20	18	1	1	1	1	20	40	1	50	1	18	1	Trainee Recruitment consultant	Gravitas Recruitment Group Ltd	"Sales and Marketing, HR"	18	Administrator PA Executive Assistant Office Manager London	Joseph Harry Ltd	Office and Admin	30	Slightly unhappy	2		1	FL_22	FL_98|FL_97																
R_2TNsjUEo44oQ5j3	Default Response Set	29.06.2017 21:28	30.06.2017 21:00	1	5wy4wc	female	domestic_hb	1	1	1	1	1	24	20	1	1	1	1	24	5	1	80	1	20	1	NA	NA	NA	0	Analyst	Cambridge	Research	24	Slightly unhappy		0	1										FL_114		FL_117|FL_115						
R_2U0ceYqy8zY3EM5	Default Response Set	01.07.2017 20:52	01.07.2017 21:06	1	k83bff	female	international_ha	1	1	1	1	1	30	25	1	1	1	1	25	69	1	55	1	21	1	Market data analyst	Ballintrae	"IT, Sales and Marketing"	21	Graduate marketing executive	Understanding recruitment	"IT, Sales and Marketing"	31	Slightly happy	1		1							FL_121	FL_124|FL_122										
R_27rtWOespYFSk7N	Default Response Set	02.07.2017 11:22	02.07.2017 11:36	1	56ofck	male	domestic_hb	1	1	1	1	1	20	20	1	1	1	1	20	60	1	75	1	18	1	Research Executive	Havas Lynx	Sales and Marketing	20	Data Analyst/Sales and Market Analysis/Data Analysis/Manufacturing	networx	"IT, Sales and Marketing"	30	Moderately happy		2	1										FL_114		FL_115|FL_117						
R_1fg7oAMgAUzycUJ	Default Response Set	02.07.2017 12:54	02.07.2017 13:15	1	sekbwi	male	noask	1	1	1	1	1	27	22	1	1	1	1	27	65	1	75	1	27	1	Graduate Developer - Break into Banking	oliverbernard	IT	35	Principal Developer	TEKsystems	IT	75	Moderately happy		1	1	FL_100		FL_103|FL_101															
R_2AKnVdiOo3dVhfR	Default Response Set	02.07.2017 18:38	02.07.2017 18:49	1	4ocbrt	female	noask	1	1	1	1	1	30	27	1	1	1	1	25	20	1	40	1	25	1	Management Accounting Assistant 	CIMA	Accounting	23	sales accountant manager	Cisco	Hardware	20	Moderately happy	3		1	FL_22	FL_97|FL_98																
R_pFS2nvpS3ARX8ad	Default Response Set	02.07.2017 20:59	02.07.2017 21:16	1	7z9ick	male	international_ha	1	1	1	1	1	23	21	1	1	1	1	23	21	1	30	1	19	1	Technical Trainer	Tectre Limited	"Education, IT"	40	Graduate Web Developer	Neaves & Neat Employment Services Ltd	It	40	Slightly unhappy	0		1							FL_121	FL_124|FL_122										
R_7NTZIuYLWW4IJsR	Default Response Set	03.07.2017 16:57	03.07.2017 17:08	1	z4d7sy	female	international_ha	1	1	1	1	1	20	999	1	1	1	1	20	43	1	45	1	20	1	Recruitment Consultant	Panoramic associated ltd	HR	20	Graduate recruitment consultant	Gravitas recruitment group 	HR	120	Neither happy nor unhappy		0	1							FL_126		FL_129|FL_127									
R_C1fbo5W6Z6KkTE5	Default Response Set	03.07.2017 17:02	03.07.2017 17:08	1	fgg7d5	female	international_hb	1	1	1	1	1	35	35	1	1	1	1	25	60	1	60	1	30	1	Account Executive	Havas lynx	Sales & Marketing	30	Account Executive 	Havas lynx	Sales & Marketing	40	Neither happy nor unhappy	5		1				FL_133	FL_136|FL_134													
R_27Vue25KGC52MGh	Default Response Set	03.07.2017 17:03	03.07.2017 17:10	1	flptbi	female	international_hb	1	1	1	1	1	28	26	1	1	1	1	20	60	1	60	1	24	1	Physiotherapist	BMI	Healthcare	22000	Physiotherapist 	BMI	Healthcare	35000	Moderately happy		0	1				FL_138		FL_141|FL_139												
R_2ruMqP5LHN7afUi	Default Response Set	03.07.2017 16:57	03.07.2017 17:10	1	tgtupo	female	domestic_ha	1	1	1	1	1	22	21	1	1	1	1	22	80	1	60	1	20	1	Trainee Conference Producer : B2B Events	B2B Events	Events Management/Marketing	20	Partner Manager	Eden Smith	Marketing/Customer Relations	35	Slightly unhappy		0	1													FL_150		FL_151|FL_153			
R_e5wvwgY7Tf1QPjr	Default Response Set	03.07.2017 17:01	03.07.2017 17:12	1	e3imii	male	international_hb	1	1	1	1	1	15	15	1	1	1	1	20	75	1	50	1	20	1	Retail/Sales Assistant	Apollo Advertising Ltd	Sales and Marketing	20	Pharmaceutic Sales Representative	Experis IT	"Sales and Marketing, Science"	25	Moderately unhappy		4	1				FL_138		FL_139|FL_141												
R_2eOqN7FYD0AMPJC	Default Response Set	03.07.2017 17:03	03.07.2017 17:22	1	7kr25s	female	noask	1	1	1	1	1	25	"19,000"	1	1	1	1	26	65	1	49	1	18	1	Administrator PA Executive Assistant Office Manager London	Joseph Harry Ltd	Office and Admin	27	Rehabilitation Consultant - Townsville	Sterning Health	Healthcare	40	Moderately happy		5	1	FL_100		FL_103|FL_101															
R_3ma8i3Xr9LiLuQT	Default Response Set	27.06.2017 15:26	03.07.2017 18:11	1	oatnxe	female	domestic_ha	1	1	1	1	1	25	21	1	1	1	1	21	94	1	99	1	18	1	Entry Level Business Development Representative	Kerr Recruitment	Advertising	25000	Innovation program manager	IT communications ltd	Operations	55	Slightly happy	0		1													FL_145	FL_148|FL_146				
R_1K7HRTmwKvAz1Vc	Default Response Set	26.06.2017 00:30	26.06.2017 13:32	0				1		1	1	1	434	333	1																																								
R_1NCa3SlZKA2Fnw0	Default Response Set	27.06.2017 17:30	03.07.2017 19:34	1	bxd7cg	female	international_ha	1	1	1	1	1	24	15	1	1	1	1	24	30	1	50	1	24	1	Null	Null	Null	0	Null	Null	Null	0	Slightly happy		3	1							FL_126		FL_127|FL_129									
R_1C1QGoL461d124U	Default Response Set	03.07.2017 20:22	03.07.2017 20:29	1	qlw2yw	female	noask	1	1	1	1	1	25	25	1	1	1	1	25	68	1	60	1	22	1	lab technician	university of essex	education	25	lab manager	university of essex	education	30	Extremely happy		10	1	FL_100		FL_101|FL_103															
R_vIz7TXeuIw6A9sB	Default Response Set	03.07.2017 20:40	03.07.2017 20:49	1	8fslco	female	domestic_hb	1	1	1	1	1	21	21.5	1	1	1	1	21	60	1	25	1	22	1	Graduate data scientist	Opus solutions	IT	35	Data scientist	Opus solutions	IT	40	Slightly happy	1		1										FL_109	FL_112|FL_110							
R_3KVn6Ea1PTsLsw4	Default Response Set	03.07.2017 20:57	03.07.2017 21:28	1	o12a6f	male	noask	1	1	1	1	1	35	30	1	1	1	1	30	88	1	80	1	27	1	IT Support/Network Support/Web Support	MLR Associates	IT	25	Head of IT - Retail	I-X Consultants	IT	60	Neither happy nor unhappy	0		1	FL_22	FL_97|FL_98																
R_3Gxg3X6llYaX6r8	Default Response Set	03.07.2017 22:09	03.07.2017 22:22	1	ubjcvu	male	noask	1	1	1	1	1	30	25	1	1	1	1	20	70	1	70	1	25	1	Graduate Programme Analyst 	SOLA	Economicss	35	Executive Resourcing Business Partner	Barclays	Banking	80	Extremely happy		1	1	FL_100		FL_101|FL_103															
R_2RXqedDqzzrBOCg	Default Response Set	03.07.2017 22:50	03.07.2017 23:41	1	5ndxle	female	domestic_ha	1	1	1	1	1	19	19	1	1	1	1	20	40	1	50	1	21	1	Recruitment Consultant	Roc Search	Consulting	30	Graduate internal recruiter 	St Albans	Recruitment	25	Moderately unhappy		0	1													FL_150		FL_153|FL_151			
R_2tLlKxkgVYWeP6x	Default Response Set	04.07.2017 00:29	04.07.2017 00:37	1	vkooj7	male	noask	1	1	1	1	1	26	25	1	1	1	1	25	85	1	40	1	22	1	Digital Analyst in Machine Learning	Logikk	IT	40	Chief Scientist	Networking People	IT	160	Moderately happy	5		1	FL_22	FL_97|FL_98																
R_2ZV6zIVwjVTMLsH	Default Response Set	04.07.2017 03:46	04.07.2017 03:55	1	nnzc9n	male	noask	1	1	1	1	1	40	40	1	1	1	1	25	60	1	60	1	25	1	Graduate Data Analyst Support Job	`Computer People	IT	25	Cheif Scientist	NP Group	Science	150	Slightly happy		0	1	FL_100		FL_101|FL_103															
R_27fHGQrdqYAG0uf	Default Response Set	04.07.2017 13:47	04.07.2017 13:58	1	loyp30	male	domestic_hb	1	1	1	1	1	14	12	1	1	1	1	18	80	1	35	1	18	1	Criminology	No result	Sorry	18	I	Can't	Find something of interest	18	Moderately happy		10	1										FL_114		FL_117|FL_115						
R_3ixbc7AqKNgDQlJ	Default Response Set	27.06.2017 15:14	27.06.2017 15:16	0	uhsgbr	female	domestic_ha	1	1	1	1	1	50	45	1	1	1	1	15	60	1	75	1	25	1																														
R_2VsDYEu3XtzNKqJ	Default Response Set	04.07.2017 15:25	04.07.2017 15:36	1	fyizer	male	international_ha	1	1	1	1	1	18	18	1	1	1	1	19	80	1	80	1	19	1	Pharmaceutical Sales Rep	Experis IT	"Sales and Marketing, Science"	20	Chief Scientist	Networking People (UK)	Science	120	Slightly unhappy	0		1							FL_121	FL_122|FL_124										
R_1Nq66qM435WXpcn	Default Response Set	27.06.2017 15:57	27.06.2017 16:03	0	jihxbr	female	international_ha	1	1	1	1	1	26	21	1	1	1	1	23	40	1	70	1	16	1																														
R_3MbAxqC8zL97WYD	Default Response Set	27.06.2017 16:16	27.06.2017 16:31	0	ryfeqf	female	international_ha	1	1	1	1	1	900	12	1	1	1	1	20	47	1	50	1	15	1																														
R_1HieVTdB179cuAb	Default Response Set	27.06.2017 16:29	27.06.2017 16:50	0	1ds1vb	female	international_ha	1	1	1	1	1	21	19	1	1	1	1	19	75	1	60	1	15	1																														
R_0CDktjg7R5splIZ	Default Response Set	04.07.2017 17:08	04.07.2017 17:22	1	7hzzg6	female	noask	1	1	1	1	1	60	45	1	1	1	1	10	35	1	28	1	35	1	Trainee broker	Delphi Derivatives	Insurance	20	Junior developer	Markish	Ict	40	Moderately unhappy	0		1	FL_22	FL_97|FL_98																
R_3QEMsT47o1zUDnj	Default Response Set	27.06.2017 17:21	27.06.2017 17:34	0	k3ltp6	female	international_ha	1	1	1	1	1	25	25	1	1	1	1	20	30	1	80	1	18	1	Teach English in China	EF English First	Education	30																										
R_10MX7WlfBZgNp0u	Default Response Set	27.06.2017 19:45	27.06.2017 19:46	0	8m1xk0	male	international_ha	1	1	1	1	1	35	25	1	1	1	1	35	85	1	67	1	30	1																														
R_ApQhkCwfF5HtLvH	Default Response Set	27.06.2017 23:18	27.06.2017 23:21	0	u81rlc	female	noask	1	1	1	1	1	22	19	1	1																																							
R_11711VLWHEodblV	Default Response Set	28.06.2017 01:19	28.06.2017 01:21	0	arr9z8	female	noask	1	1	1	1	1																																											
R_1AZvcTz5YsCqlPj	Default Response Set	04.07.2017 21:49	05.07.2017 06:41	1	a50vsk	female	domestic_ha	1	1	1	1	1	20	18	1	1	1	1	19	35	1	30	1	18	1	Retail assistant	Apollo advertising ltd	Sales And marketing	19	Radio producer	BBC Essex	Journalism	20	Neither happy nor unhappy	0		1													FL_145	FL_146|FL_148				
R_2sYYlWL6NmUhCCE	Default Response Set	28.06.2017 07:25	28.06.2017 07:25	0	pqzb80	female	noask	1	1	1	1	1																																											
R_3jVUcyTqFblU2tM	Default Response Set	28.06.2017 10:07	28.06.2017 10:11	0	27ssix	female	noask	1	1	1	1	1	25	22	1	1	1	1	22	80	1	80	1	20	1																														
R_2vdLriuK2wjAtms	Default Response Set	28.06.2017 19:49	28.06.2017 20:17	0	6wmtub	female	international_ha	1	1	1	1	1	21	16	1	1	1	1	23	80	1	80	1	21	1																														
R_6KiWGTiYhHJglUZ	Default Response Set	28.06.2017 20:22	28.06.2017 20:25	0	tf772e	other	noask	1	1	1	1	1	24	26	1	1	1	1	21	96	1	98	1	18	1																														
R_ANliruyPJvh1uc9	Default Response Set	03.07.2017 17:25	03.07.2017 17:39	0	v8pyhi	female	domestic_ha	1	1	1	1	1	19	"17,000"	1	1	1	1	21	35	1	60	1	16	1	Business development manager 	It global limited 	Sales and marketing 	24000	Business analyst 	Incisive ltd	IT	80	Neither happy nor unhappy	0															FL_145	FL_148|FL_146				
R_818wuhK20UjoouZ	Default Response Set	29.06.2017 20:20	29.06.2017 20:43	0	g7ssdl	female	international_hb	1	1	1	1	1	23	19	1	1	1	1	24	20	1	35	1	23	1	Trainee Recruitment Consultant x4 - Rapid Progression	Allegis Group	"Sales and Marketing, HR, Consulting"	25	Graduate Recruitment Consultant	Gravitas Recruitment Group	"IT, HR"	40	Moderately happy	2						FL_133	FL_136|FL_134													
R_31S4FwHNHnJaY3N	Default Response Set	06.07.2017 11:40	06.07.2017 11:49	1	z33tfy	female	noask	1	1	1	1	1	22	22	1	1	1	1	22	70	1	45	1	20	1	Graduate Recruitment/Sales Consultant	venturi	Recruitment/ HR	40	Graduate Recruitment/Sales Consultant	Venturi	Recruitment/ HR	55	Extremely happy		0	1	FL_100		FL_101|FL_103															
R_2Yb1rUXt5IOb6AR	Default Response Set	06.07.2017 11:47	06.07.2017 11:51	1	ahpmio	female	domestic_hb	1	1	1	1	1	36	35	1	1	1	1	20	10	1	30	1	17	1	Staff Assistant	PwC	Accounting	19	Staff Assistant 2	PwC	Auditing	26	Moderately happy	1		1										FL_109	FL_112|FL_110							
R_1He584viIU4y8cb	Default Response Set	29.06.2017 16:02	29.06.2017 16:14	0	sy5pao	female	domestic_hb	1	1	1	1	1	36	24	1	1	1	1	23	68	1	50	1	22	1																														
R_2R4e9bScVIdvXrA	Default Response Set	29.06.2017 21:06	29.06.2017 21:12	0	miswk5	female	domestic_ha	1	1	1	1	1	23	23	1	1	1	1	21	68	1	40	1	25	1	Student Recruitment Coordinator	KPMG	SALES AND MARKETING	18																										
R_3Jz8T8GzeJ7SP8g	Default Response Set	07.07.2017 09:36	07.07.2017 09:53	1	befsd7	male	domestic_hb	1	1	1	1	1	35	24	1	1	1	1	25	90	1	40	1	27	1	Graduate it support analyst	Monarch recruitment ltd	It	25	Cloud security architect	Modis	It	80	Moderately happy	0		1										FL_109	FL_112|FL_110							
R_1pLRfypkLI22uRF	Default Response Set	30.06.2017 17:41	30.06.2017 17:45	0	h9v20f	female	international_ha	1	1	1	1	1	25	22	1	1	1	1	25	63	1	28	1	18	1																														
R_ULPXUhpCphfFSMh	Default Response Set	07.07.2017 19:43	07.07.2017 19:51	1	jw88qp	female	international_hb	1	1	1	1	1	15	10	1	1	1	1	20	12	1	40	1	20	1	SEN Teaching Assistant	SEN LSA	Teaching	12	RN travel nurse	RN	Teaching	15	Slightly unhappy	0		1				FL_133	FL_134|FL_136													
R_3j2mcEHL0xF4Qw8	Default Response Set	07.07.2017 20:14	07.07.2017 20:23	1	xxxycc	female	noask	1	1	1	1	1	27	20	1	1	1	1	18	50	1	30	1	25	1	Junior Data Services Analyst 	Hammersmith and Fulham	sales and marketing	22	Graduate Marketing Executive (Data) 	understanding recruitment	sales and marketing	28	Neither happy nor unhappy	0		1	FL_22	FL_97|FL_98																
R_2cnePvAVT5hlQxT	Default Response Set	07.07.2017 23:56	08.07.2017 00:03	1	9tga3v	female	international_ha	1	1	1	1	1	30	20	1	1	1	1	21	40	1	85	1	18	1	Researcher	Bayer	Phaasuiticals	25	Research executive	Cambrige	Data analysis	30	Moderately happy	0		1							FL_121	FL_122|FL_124										
R_1LdhLKwHW9muvAT	Default Response Set	08.07.2017 01:10	08.07.2017 01:19	1	e8xttd	female	international_ha	1	1	1	1	1	999	200	1	1	1	1	200	60	1	40	1	2	1	SEN Teaching Assistant	Academics Ltd	Psychology	22	Cover Supervisor/Instructor	Academics Ltd	Education	25	Slightly unhappy		0	1							FL_126		FL_127|FL_129									
R_3MRHYPhHZBLCu2V	Default Response Set	10.07.2017 11:37	10.07.2017 11:49	1	i8pye5	male	noask	1	1	1	1	1	25	18	1	1	1	1	25	90	1	90	1	25	1	Teaching Assistant	School	Education	19000	Teacher	School	Educatuob	42000	Slightly happy	0		1	FL_22	FL_98|FL_97																
R_ZduVcZ7sBatlWtX	Default Response Set	10.07.2017 12:14	10.07.2017 12:29	1	nnhrwt	male	domestic_ha	1	1	1	1	1	30	22	1	1	1	1	30	70	1	45	1	18	1	Business Development Manager	IT GLOBAL (UK) Limited	"Sales and Marketing, Office and Admin"	40	Leadership/Managerial positions	Nigel Frank International	Sales and Marketing	60	Extremely happy		4	1													FL_150		FL_153|FL_151			
R_2CiVO7tLH2IW8Hn	Default Response Set	10.07.2017 12:35	10.07.2017 12:44	1	p561ea	female	noask	1	1	1	1	1	26	"24,000"	1	1	1	1	22	40	1	80	1	21	1	Graduate Marketing Executive (Data)	Understanding Recruitment	Marketing	28000	Innovation Program Manager	JSP	IT	55	Moderately unhappy		0	1	FL_100		FL_103|FL_101															
R_2yabEeYNLHHUWqO	Default Response Set	10.07.2017 13:07	10.07.2017 13:12	1	3ecp4e	female	international_hb	1	1	1	1	1	200	30	1	1	1	1	30	80	1	50	1	40	1	pr	apple	apple	70	pr	apple	apple	100	Slightly happy	0		1				FL_133	FL_136|FL_134													
R_2B5vR1VKcaixfnc	Default Response Set	03.07.2017 16:52	10.07.2017 13:19	1	i1ejln	male	noask	1	1	1	1	1	35	18	1	1	1	1	20	20	1	20	1	20	1	Web Developer	Microsoft	IT	25	"Junior Developer - C#, WPF - Romford"	Montash	IT	40	Moderately happy		1	1	FL_100		FL_101|FL_103															
R_DjwLWBtKRU6MofL	Default Response Set	10.07.2017 13:33	10.07.2017 13:46	1	mw4fon	female	noask	1	1	1	1	1	30	27	1	1	1	1	25	90	1	85	1	25	1	Graduate/trainee internal recruitment 	Hunter Macdonald	It/HR	17	Software project designer	GO IT Recruitment Limited 	"IT, engineering, consulting "	45	Moderately happy	2		1	FL_22	FL_98|FL_97																
